1902435.431,5785073.805,3,0
1903777.149,5784521.332,3,1
1905631.877,5784718.644,3,2
1906223.812,5784402.946,3,3
1907486.605,5784205.634,3,4
1909104.559,5783929.398,3,5
1910051.655,5784166.172,3,6
1910446.278,5784679.182,3,7
1911274.986,5785547.352,3,8
1912222.081,5785665.739,3,9
1912577.242,5785271.116,3,10
1913090.251,5784600.257,3,11
1914944.979,5785073.805,3,12
1916010.461,5785428.965,3,13
1916918.094,5784797.569,3,14
1917154.868,5783732.087,3,15
1917075.943,5781364.349,3,16
1916681.32,5781048.65,3,17
1915536.914,5781009.188,3,18
1914274.12,5782508.755,3,19
1913603.261,5782311.444,3,20
1913248.101,5781088.113,3,21
1913011.327,5778128.44,3,22
1913761.11,5773708.663,3,23
1915734.225,5773037.804,3,24
1916484.009,5773274.578,3,25
1917865.189,5774024.361,3,26
1920114.54,5774537.371,3,27
1921456.258,5774103.286,3,28
1922048.193,5773432.427,3,29
1922640.127,5772169.633,3,30
1923429.373,5770433.292,3,31
1922758.514,5768499.64,3,32
1921614.108,5768854.8,3,33
1920351.314,5768775.876,3,34
1919522.606,5768341.791,3,35
1917746.803,5766644.912,3,36
1915655.301,5766289.751,3,37
1915813.15,5765500.505,3,38
1915931.537,5763409.003,3,39
1915418.527,5761633.2,3,40
1913918.96,5760291.482,3,41
1911669.609,5758910.302,3,42
1909183.484,5758199.98,3,43
1907486.605,5757726.433,3,44
1905158.33,5757371.272,3,45
1901804.034,5757331.81,3,46
1900304.467,5757647.508,3,47
1899515.221,5758476.216,3,48
1899870.382,5759462.774,3,49
1901172.638,5760883.416,3,50
1902277.582,5762738.144,3,51
1902553.818,5764435.023,3,52
1902040.808,5764435.023,3,53
1900738.552,5763645.777,3,54
1899633.608,5763487.928,3,55
1898134.041,5764198.249,3,56
1896989.634,5765382.118,3,57
1897897.267,5767236.846,3,58
1897739.418,5769131.037,3,59
1898094.578,5770985.764,3,60
1898923.287,5770946.302,3,61
1899041.674,5771775.01,3,62
1899554.683,5774063.824,3,63
1900462.316,5775129.306,3,64
1901567.261,5776589.411,3,65
1903264.139,5777733.817,3,66
1903224.677,5778759.837,3,67
1902317.044,5781443.273,3,68
1901567.261,5782193.057,3,69
1900659.628,5783337.464,3,70
1901251.562,5784284.559,3,71
1902435.431,5785073.805,3,72
